ชื่ออาหาร,วัตถุดิบ_ไม่มีปริมาณ,,query1 อยากกินอาหารครบ,query2 ,query 3 
สลัดแร็ปผัก,"น้ำสลัด, อกไก่, เกลือ, พริกไทย, ปาปริกา, น้ำมันมะกอก, แผ่นแป้งตอติญ่า, ผักสลัด, ข้าวโพด, ลูกเดือย, หอมแขก, แครอท, ชีสพาร์เมซาน",,มีแผ่นแป้งตอติญ่า ผัก เกลือ หอม แครอท ได่ เกลือ ทำอาหารอะไรดี,,
สลัดสาหร่าย,"สาหร่ายวากาเมะ, แตงกวาญี่ปุ่น, แครอท, กรีนโอ๊ค, มะเขือเทศ, ปูอัด, อกไก่, เกลือ, พริกไทย, งาดำ, น้ำสลัด",,มีสาหร่ายจำนวนมาก อยากทำอาหารที่มันจะหมดภายในมื้อเดียว,,
สังขยาใบเตย ( สูตรโบราณ ),"ไข่ไก่, หัวกะทิ, น้ำใบเตย, น้ำตาล, แป้งข้าวโพด, เกลือ",,"อยากกินของหวาน ทำมาจากไข่ไก่, หัวกะทิ, น้ำใบเตย, น้ำตาล ",,
สาคูน้ำกะทิ,"เม็ดสาคู, กะทิ, ขนุน, เกลือ, น้ำตาลทราย, เนื้อมะพร้าว",,มีเม็ดสาคูเยอะมาก ขนุน กะทิ เกลือ ทำเมนูอะไรกินดี,,
สุกี้โรล,"เนื้อหมู, วุ้นเส้น​, แครอท, เห็ดออรินจิน, ซอสเห็ด​หอม​, พริกไทย, ผงปรุงรส​, ผักกาดขาว, ข้าวโพด",,มี หมู สุ้รเส้น แครอท เห็ด พริก ผักกาดขาว อยากทำอาหารที่รักษาสุขภาพ ไขมันน้อย,,
สุกี้หม่าล่า,"น้ำซุป, น้ำมันงา, กระเทียม, เก๋ากี้, ลูกกระวาน, ขิง, โปยกั๊ก, ตังกุย, อบเชย, พริกแห้ง, น้ำตาล, เกลือ, ซีอิ๊วขาว, น้ำพริกหม่าล่า",,มีน้ำซุป น้ำมันงา น้ำพริกหม่าล่า และเครื่องเทศต่างๆ ทำอาหารอะไรดี ที่อร่อยถูกใจ,,
เส้นแก้วผัดสุกี้แห้ง,"น้ำจิ้มสุกี้, เส้นแก้ว, กระเทียม, น้ำมันหอย, พริกไทย, หมูชิ้น, กุ้ง, ผักบุ้ง, แคร์รอต, ผักกาดขาว, ไข่ไก่, ต้นหอม, ขึ้นฉ่าย, น้ำมันพืช",,มีเส้นแก้ง ผัดดาด กุ้ง แครทอ เครื่องปรุงต่างๆ อยากทพอะาหารที่อร่อยประทับใจ,,
เส้นเล็กผัดกะเพรา,"ซอสผัดกะเพรา, เส้นเล็ก, น้ำมัน, หมูสับ, กุ้งสด, ใบกะเพรา, พริกชี้ฟ้า",,มีซี่อสผัดกะเพรา เส้นเล็ก น้ำมัน หมูสับ กุ้งสด  คาร์บน้อย แคลกำลังดี,,
เส้นหมี่ไก่ฉีกคั่วกระเทียมพริกไทย,"อกไก่, เส้นหมี่, รากผักชี, กระเทียม, เกลือ, น้ำเปล่า , กระเทียม, พริกไทย, รากผักชี, ซีอิ๊วขาว, ซอสหอยนางรม, ซอสปรุงรส, น้ำตาล, ต้นหอม, น้ำพริกกากหมู",,"อยากกินอาหารที่มีวัตถุดิบพวกนี้ อกไก่, เส้นหมี่, รากผักชี, กระเทียม, เกลือ, น้ำเปล่า , กระเทียม ทำเมนูอะไรได้บ้าง",,
ไส้กรอกข้าว,"ข้าว, หมูสับ,  หมูสามชั้น,  กุนเชียง,  เห็ดหอม,  กระเทียม,  รากผักชี,  พริกไทย,  เกลือ,  ไส้อ่อน",,มีข้าว หมูสับ หมูสามชั้น เห็ด และไส้ อยากจะทำไส้กรอกข้าวที่อร่อยที่สุดในโลก,,
ไส้กรอกซอสมะขาม,"ไส้กรอก, น้ำเชื่อม, น้ำมะขามเปียก, น้ำปลา, น้ำเปล่า, ต้นหอม, หอมเจียว",,มีไส้กรอก น้ำเชื่อม ซอสมะขาม น้ำปลา น้ำเปล่า กระเทียม ทำเมนุอะไรดี,,
หมี่ผัดไข่,"เส้นหมี่, ไข่ไก่, มะเขือเทศ, ต้นหอม, น้ำมันหอย, ซอสปรุงรส, น้ำตาล, ผงปรุงรส, น้ำเปล่า",,"อยากกินเส้นหมี่, ไข่ไก่, มะเขือเทศ, ต้นหอม อิ่มหนึ่งมื้อ",,
หมี่ฮกเกี้ยนผัด,"หมี่ฮกเกี้ยน,  กุ้ง,  ผักกวางตุ้ง,  หมู,  ไข่,  กระเทียม,  ซีอิ้วดำ,  พริกไทย, น้ำตาล,  น้ำมันหอย,  ซอสปรุงรส",,"มีหมี่ฮกเกี้ยน,  กุ้ง,  ผักกวางตุ้ง,  หมู,  ไข่,  กระเทียม ทำอาหารอะไร",,
หมูกรอบ ง่ายมาก ด้วยหมอทอดไร้น้ำมัน,"หมูสามชั้น, เกลือ, น้ำส้มสายชู",,อยากกินหมูกรอบ ที่ทำง่ายมากๆ ใช้แค่ หมู เกลือ น้ำส้มสายชู,,
หมูคั่วเค็ม,"หมู,  เกลือ,  ซีอิ๊วดำหวาน,  กระเทียมเจียว,  น้ำเปล่า",,มีหมู เกลือ ซีอิ้ว กระเทียม น้ำเปล่า ทะเมนูกินง่ายทุกช่วงวัย,,
