ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories
ยำอกไก่ฉีก ,"{'อกไก่': '1 ชิ้น', 'น้ำเปล่า': 'พอประมาณ', 'แตงกวา': '2 ลูก', 'มะเขือเทศเชอร์รี่': '3 ลูก', 'หัวหอมแดง': '1 ลูก', 'เกลือ': '1 ช้อนชา', 'มะนาว': '1 ลูก', 'พริกขี้หนู': '6 เม็ด', 'น้ำเชื่ิอม': '1 ช้อนชา', 'ขึ้นฉ่าย': '2 ต้น', 'พริกป่น': '1 ช้อนชา', 'น้ำตาลทราย': '1 ช้อนโต๊ะ'}",35.3,126.45,138.19,1832.01
โยเกิร์ตโฮมเมด,"{'นมสด': '1 ลิตร', 'โยเกิร์ต': '200 กรัม', 'ถั่วพีแคน (สำหรับกินเคียง)': '', 'มะม่วงสุก (สำหรับกินเคียง)': '', 'น้ำผึ้ง (สำหรับกินเคียง)': '', 'บลูเบอร์รี่ (สำหรับกินเคียง)': ''}",65.7,47.22,67.27,956.86
ลาบมาม่า,"{'มาม่า': '1 ก้อน', 'หมูสับ': '200 กรัม', 'ผักชีฝรั่งซอย': '1 กรัม', 'หอมแดงซอย': '1 กรัม', 'หอมใหญ่ซอย': '1 กรัม', 'ข้าวคั่ว': '2 ช้อนโต๊ะ', 'พริกป่น': '2 ช้อนชา', 'น้ำตาลทราย': '2 ช้อนชา', 'น้ำมะนาว': '3 ช้อนชา', 'น้ำปลา': '3 ช้อนชา', 'ผักชี/ต้นหอม': '2 กรัม'}",46.72,259.44,116.57,2988.12
ลาบหมู,"{'หมูสับ': '300 กรัม', 'น้ำเปล่า': '½ ถ้วย', 'ต้นหอมซอย': '2 ต้น', 'ใบสะระแหน่': '2 ต้น', 'ผักชีฝรั่งซอย': '2 ต้น', 'หอมแดงซอย': '3 กลีบ', 'พริกป่น': '2 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะนาว': '2 ช้อนโต๊ะ', 'ข้าวคั่ว': '2 ช้อนโต๊ะ', 'น้ำตาล': '½ ช้อนชา', 'พริกแห้งทอดสำหรับตกแต่ง': ''}",54.56,370.43,13.31,3605.35
ลาบหมูทอด,"{'หมูสับ': '300 กรัม', 'น้ำตาล': '1 ½ ช้อนโต๊ะ', 'น้ำปลา': '3 ช้อนโต๊ะ', 'น้ำมะนาว': '3 ช้อนโต๊ะ', 'ผงปาปริก้า หรือ พริกป่น': '1 ช้อนโต๊ะ', 'ข้าวคั่ว': '1 ช้อนโต๊ะ', 'ต้นหอม ผักชี และผักชีฝรั่ง': '1 ถ้วยเล็ก', 'แป้งทอดกรอบ': '3 ช้อนโต๊ะ', 'แป้งทอดกรอบ และน้ำมัน': ''}",60.45,240.72,74.4,2705.88
วิธีทำเต้าส่วน,"{'ถั่วเขียวเลาะเปลือก': '250 กรัม', 'น้ำเปล่า': '450 ml.', 'น้ำตาลทราย': '250 กรัม', 'เกลือ': '1 ช้อนชา', 'หัวกะทิ': '300 ml.', 'แป้งท้าวยายม่อม': '2 ช้อนโต๊ะ', 'แป้งมัน': '2 ช้อนโต๊ะ', 'น้ำเปล่าผสมแป้งให้ละลาย': '4 ช้อนโต๊ะ'}",31.62,128.11,106.77,1706.55
วุ้นกะทิมะพร้าวน้ำหอม,"{'น้ำมะพร้าวน้ำหอม': '350 ml', 'น้ำเปล่า': '250 ml', 'เนื้อมะพร้าวอ่อน': '', 'หัวกะทิ': '300 ml', 'ผงวุ้น': '1 1/2 ช้อนโต๊ะ', 'น้ำตาลทราย': '80 กรัม', 'เกลือ': '3/4 ช้อนชา'}",8.6,109.89,141.77,1590.49
วุ้นเส้นผัดไข่,"{'วุ้นเส้น': '100 กรัม', 'มะเขือเทศ': '1 ลูก', 'ต้นหอม/คื่นไช้': '1 กำ', 'ผักกาดขาว': '2 ใบ', 'ไข่ไก่': '2 ฟอง', 'ซีอิ๊วดำ': '1 ช้อนชา', 'น้ำมันหอย': '2 ช้อนโต๊ะ', 'น้ำเปล่า': '1 ทัพพี', 'กระเทียมไทย': '10 กลีบ', 'น้ำมันพืช': '1 ช้อนชา'}",29.12,332.09,45.4,3286.89
สตูไก่ สูตรไม่ใส่เครื่องเทศ,"{'สะโพกไก่': '3 ชิ้น', 'เกลือ': '1/2 ช้อนชา', 'พริกไทย': '1/2 ช้อนชา', 'มันฝรั่ง': '2 หัว', 'แครอท': '2 หัว', 'แป้งสาลี': '3 ช้อนโต๊ะ', 'น้ำมัน': '1/2 ถ้วย', 'เนย': '2 ช้อนโต๊ะ', 'กระเทียม': '4 กลีบ', 'หอมแขก': '1 หัว', 'ผงปรุงรส': '2 ก้อน', 'ซอสมะเขือเทศ': '1 ถ้วย'}",30.5,219.54,47.31,2287.1
สปาเก็ตตี้ขี้เมาทะเล,"{'เส้นสปาเก็ตตี้': '60 กรัม', 'เนื้อหมู': '30 กรัม', 'เนื้อกุ้ง': '4-5 ตัว', 'ปลาหมึกสด': '4-5 ชิ้น', 'เห็ดออรินจิ': '2 ดอก', 'ใบกะเพรา': '1 ต้น', 'ผัก (ข้าวโพดอ่อน, มะเขือเทศ, หอมใหญ่)': 'ตามชอบ', 'พริกกระเทียมสับ': '1 ช้อนโต๊ะ', 'ซอสหอยนางรม': '1 ช้อนโต๊ะ', 'ซีอิ๊วขาว': '1 ช้อนชา', 'น้ำปลา': '1 ช้อนชา', 'ซีอิ๊วดำ': '1/4 ช้อนชา', 'น้ำตาล': '1/4 ช้อนชา', 'น้ำมัน': '2 ช้อนโต๊ะ'}",67.15,215.4,16.76,2274.24
สปาเก็ตตี้คาโบนาราไข่เค็ม,"{'เส้นสปาเกตตี้': '200 กรัม', 'ครีม': '200 กรัม', 'เบคอน': '50 กรัม', 'หอมหัวใหญ่': '50 กรัม', 'กระเทียม': '10 กรัม', 'พาเมซานชีส': '30 กรัม', 'ไข่แดงเค็ม': '2 ฟอง', 'เกลือ': '1 ช้อนชา', 'พริกไทย': '1 ช้อนชา', 'พาร์สลีย์': 'สำหรับตกแต่ง'}",29.27,95.23,51.25,1179.15
ส้มตำข้าวโพด ฉบับมือใหม่หัดแซ่บ,"{'แครอท': 'ตามชอบ', 'เส้นมะละกอ': 'ตามชอบ', 'ข้าวโพด': '1/3 ฝัก', 'ถั่วฝักยาว': '1 1/2 ต้น', 'ถั่วลิสง': '1 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 1/3 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'เกลือ': '1 ช้อนชา', 'น้ำมะนาว': '2 ช้อนโต๊ะ', 'พริกขี้หนู': 'ตามชอบ', 'กระเทียม': '2 กลีบ', 'มะเขือเทศ': 'ตามชอบ', 'กุ้งแห้ง': 'ตามชอบ'}",67.61,231.22,171.04,3035.58
ส้มตำถาดแซลมอน,"{'เนื้อปลาแซลมอน': '1 แพ็ค', 'มะละกอดิบหั่นเส้น': '1 ลูก', 'มะเขือเทศสีดาหั่นชิ้น': '4 ลูก', 'น้ำมะนาว': '3 ลูก', 'พริกแดงจินดา': '20 เม็ด', 'ผักชีใบเลื่อยซอย': '6 ใบ', 'น้ำปลาร้า': '3 ทัพพี', 'น้ำตาลปี๊บ': '1 ช้อนชา', 'น้ำปลา': '1/2 ทัพพี'}",35.22,205.42,160.28,2630.78
ส้มตำทอด,"{'มะละกอดิบ': '1 ลูก', 'แป้งโกกิ': '1 ถ้วย', 'น้ำเปล่า': '8 ช้อนโต๊ะ', 'กระเทียม': '10 กลีบ', 'พริกขี้หนู': '10 เม็ด', 'น้ำปลา': '2 1/2 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'มะนาว': '3 ช้อนโต๊ะ', 'มะเขือเทศ': '2 ลูก', 'ถั่วฝักยาว': '3 ฝัก', 'กุ้งแห้ง': 'ตามชอบ', 'ถั่วลิสง': 'ตามชอบ'}",65.44,230.8,170.06,3019.2
ส้มตำผลไม้,"{'ข้าวโพด': '70 กรัม', 'สับปะรด': '80 กรัม', 'แอปเปิล': '60 กรัม', 'ฝรั่ง': '60 กรัม', 'ส้มโอ': '60 กรัม', 'ลูกพลับ': '70 กรัม', 'มะเขือเทศสีดา': '2 ช้อนโต๊ะ', 'พริกแดงจินดา': '7 เม็ด', 'กุ้งแห้ง': '2 ช้อนโต๊ะ', 'ถั่วลิสงคั่ว': '3 ช้อนโต๊ะ', 'มะนาว': '1 ½ ลูก', 'กระเทียมไทย': '12 กลีบ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ'}",65.1,118.52,183.8,2062.28
ส้มตำหมึกสาย,"{'หมึกสายลวก': '5-6ตัว', 'หอยแครงลวก': '100กรัม', 'มะละกอ': '', 'กระเทียม': '10กลีบ', 'พริกสด': '15 เม็ด', 'มะเขือเทศ': '2ลูก', 'มะนาว': '3ช้อนโต๊ะ', 'น้ำปลา': '3ช้อนโต๊ะ', 'น้ำตาลปิ๊บ': '2ช้อนโต๊ะ', 'น้ำปลาร้า': '2-3ช้อนโต๊ะ', 'น้ำมะขามเปียก': '1ช่้อนโต๊ะ', 'แครอท': '', 'มะเขือ': ''}",62.42,114.09,125.9,1780.09
ส้มตำหมูยอ,"{'มะละกอ': 'ตามชอบ', 'มะเขือเทศท้อ': '1 ลูก', 'ถั่วฝักยาว': '2 ฝัก', 'กุ้งแห้ง': 'เนื้อตามชอบ', 'พริกแห้ง': '2 เม็ดหรือตามชอบ', 'พริกแดง': '2 เม็ดหรือตามชอบ', 'น้ำปลาร้า': '1 ช้อนโต๊ะหรือตามชอบ', 'น้ำตาลปีบ': '1 ช้อนชา', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะนาว': '1 ผล', 'หมูยอ': 'ตามชอบ', 'น้ำมะขามเปียก': '1 ช้อนชา', 'กระเทียม': '1 กลีบใหญ่'}",76.79,244.15,219.66,3383.15
ส้มตำหอยแครง,"{'หอยแครง': '1 กิโลกรัม', 'มะละกอดิบ': '1 ลูก', 'มะเขือเทศสีดาหั่นชิ้น': '4 ลูก', 'มะเขือส้มหั่นครึ่ง': '7 ลูก', 'มะเขือเปราะหั่นชิ้น': '2 ลูก', 'น้ำมะนาว': '3 ลูก', 'พริกแดงจินดา': '20 เม็ด', 'ผักชีใบเลื่อยซอย': '6 ใบ', 'น้ำปลาร้า': '3 ทัพพี', 'น้ำตาลปี๊บ': '1 ช้อนชา', 'น้ำปลา': '1/2 ทัพพี'}",43.8,205.38,167.68,2694.34
สลัดแซลมอนแซ่บ,"{'แซลมอนสด': '300 กรัม', 'กรีนโอ๊ก': '3 ใบ', 'เรดโอ๊ก': '3 ใบ', 'ฟิลเล ไอซ์เบิร์ก': '3 ใบ', 'ผักคอส': '3 ใบ', 'แตงกวาญี่ปุ่น': '1 ลูก', 'มะเขือเทศราชินี': '5 ลูก', 'น้ำสลัดครีมญี่ปุ่น': '5 ช้อนโต๊ะ', 'พริกขี้หนูสวน': '5 เม็ด', 'ผักชี': '1 ต้น', 'น้ำมะนาว': '3 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ'}",29.92,368.43,125.38,3937.07
สลัดทูน่ากระป๋องแบบง่าย,"{'ทูน่าแซนวิช (ในน้ำแร่)': '1 กระป๋อง', 'ผักรวมแช่แข็ง': '1/2 ถ้วยเล็ก', 'น้ำสลัดหรือมายองเนส': 'ปริมาณตามชอบ'}",15.16,64.6,0,642.04
สลัดผักผลไม้,"{'ผักกาดหอม': '1 ต้น', 'แครอท': '1 หัว', 'กะหล่ำม่วง': '1/4 หัว', 'ข้าวโพด': '1/4 ฝัก', 'แอปเปิ้ล': '1 ลูก', 'แคนตาลูป': '1/4 ลูก', 'แก้วมังกร': '1/4 ลูก', 'องุ่นดำไร้เมล็ด': '1 พวง', 'กีวี่': '1/2 ลูก', 'น้ำสลัดสำเร็จรูปตามชอบ': '1 ถ้วยตวง'}",72.27,55.72,0,790.56
สลัดมันฝรั่งสไตล์ญี่ปุ่น,"{'มันฝรั่งหัวใหญ่': '1 หัว', 'หัวหอมใหญ่': '1/4 ลูก', 'แตงกวาญี่ปุ่น': '1/2 ลูก', 'แฮม': '2 แผ่น', 'มายองเนส': '3 ช้อนโต๊ะ', 'เกลือสำหรับปรุงรส': '2 ช้อนชา', 'พริกไท': '2 ช้อนชา', 'แคร์รอต': '1/4 หัว', 'เกลือสำหรับใส่แตงกวาและหอมใหญ่': '4 ช้อนชา'}",34.57,74.79,23.41,905.03
