ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories,วัตถุดิบ
ส้มตำทอด,"{'มะละกอดิบ': '1 ลูก', 'แป้งโกกิ': '1 ถ้วย', 'น้ำเปล่า': '8 ช้อนโต๊ะ', 'กระเทียม': '10 กลีบ', 'พริกขี้หนู': '10 เม็ด', 'น้ำปลา': '2 1/2 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'มะนาว': '3 ช้อนโต๊ะ', 'มะเขือเทศ': '2 ลูก', 'ถั่วฝักยาว': '3 ฝัก', 'กุ้งแห้ง': 'ตามชอบ', 'ถั่วลิสง': 'ตามชอบ'}",65.44,230.8,170.06,3019.2,"มะละกอดิบ:, 1 ลูก
แป้งโกกิ:, 1 ถ้วย
น้ำเปล่า:, 8 ช้อนโต๊ะ
กระเทียม:, 10 กลีบ
พริกขี้หนู:, 10 เม็ด
น้ำปลา:, 2 1/2 ช้อนโต๊ะ
น้ำตาลปี๊บ:, 1 ช้อนโต๊ะ
มะนาว:, 3 ช้อนโต๊ะ
มะเขือเทศ:, 2 ลูก
ถั่วฝักยาว:, 3 ฝัก
กุ้งแห้ง: ตามชอบ
ถั่วลิสง: ตามชอบ"
ส้มตำผลไม้,"{'ข้าวโพด': '70 กรัม', 'สับปะรด': '80 กรัม', 'แอปเปิล': '60 กรัม', 'ฝรั่ง': '60 กรัม', 'ส้มโอ': '60 กรัม', 'ลูกพลับ': '70 กรัม', 'มะเขือเทศสีดา': '2 ช้อนโต๊ะ', 'พริกแดงจินดา': '7 เม็ด', 'กุ้งแห้ง': '2 ช้อนโต๊ะ', 'ถั่วลิสงคั่ว': '3 ช้อนโต๊ะ', 'มะนาว': '1 ½ ลูก', 'กระเทียมไทย': '12 กลีบ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ'}",65.1,118.52,183.8,2062.28,"ข้าวโพด, 70 กรัม
สับปะรด, 80 กรัม
แอปเปิล, 60 กรัม
ฝรั่ง, 60 กรัม
ส้มโอ, 60 กรัม
ลูกพลับ, 70 กรัม
มะเขือเทศสีดา, 2 ช้อนโต๊ะ
พริกแดงจินดา, 7 เม็ด
กุ้งแห้ง, 2 ช้อนโต๊ะ
ถั่วลิสงคั่ว, 3 ช้อนโต๊ะ
มะนาว, 1 ½ ลูก
กระเทียมไทย, 12 กลีบ
น้ำตาลปี๊บ, 1 ช้อนโต๊ะ
น้ำปลา, 2 ช้อนโต๊ะ"
ส้มตำหมึกสาย,"{'หมึกสายลวก': '5-6ตัว', 'หอยแครงลวก': '100กรัม', 'มะละกอ': '', 'กระเทียม': '10กลีบ', 'พริกสด': '15 เม็ด', 'มะเขือเทศ': '2ลูก', 'มะนาว': '3ช้อนโต๊ะ', 'น้ำปลา': '3ช้อนโต๊ะ', 'น้ำตาลปิ๊บ': '2ช้อนโต๊ะ', 'น้ำปลาร้า': '2-3ช้อนโต๊ะ', 'น้ำมะขามเปียก': '1ช่้อนโต๊ะ', 'แครอท': '', 'มะเขือ': ''}",62.42,114.09,125.9,1780.09,"หมึกสายลวก:, 5-6ตัว
หอยแครงลวก:, 100กรัม
มะละกอ:
กระเทียม:, 10กลีบ
พริกสด:, 15 เม็ด
มะเขือเทศ:, 2ลูก
มะนาว:, 3ช้อนโต๊ะ
น้ำปลา:, 3ช้อนโต๊ะ
น้ำตาลปิ๊บ:, 2ช้อนโต๊ะ
น้ำปลาร้า:, 2-3ช้อนโต๊ะ
น้ำมะขามเปียก:, 1ช่้อนโต๊ะ
แครอท:
มะเขือ:"
ส้มตำหมูยอ,"{'มะละกอ': 'ตามชอบ', 'มะเขือเทศท้อ': '1 ลูก', 'ถั่วฝักยาว': '2 ฝัก', 'กุ้งแห้ง': 'เนื้อตามชอบ', 'พริกแห้ง': '2 เม็ดหรือตามชอบ', 'พริกแดง': '2 เม็ดหรือตามชอบ', 'น้ำปลาร้า': '1 ช้อนโต๊ะหรือตามชอบ', 'น้ำตาลปีบ': '1 ช้อนชา', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะนาว': '1 ผล', 'หมูยอ': 'ตามชอบ', 'น้ำมะขามเปียก': '1 ช้อนชา', 'กระเทียม': '1 กลีบใหญ่'}",76.79,244.15,219.66,3383.15,"มะละกอขูดเป็นเส้นๆตามชอบ
มะเขือเทศท้อ, 1 ลูก
ถั่วฝักยาว, 2 ฝัก
กุ้งแห้งเนื้อตามชอบ
พริกแห้ง, 2 เม็ดหรือตามชอบ
พริกแดง, 2 เม็ดหรือตามชอบ
น้ำปลาร้าปรุงรส, 1 ช้อนโต๊ะหรือตามชอบ
น้ำตาลปีบ, 1 ช้อนชา
น้ำปลา, 2 ช้อนโต๊ะ
น้ำมะนาว, 1 ผล
หมูยอตามชอบ
น้ำมะขามเปียก, 1 ช้อนชา
กระเทียม, 1กลีบใหญ่"
ส้มตำหอยแครง,"{'หอยแครง': '1 กิโลกรัม', 'มะละกอดิบ': '1 ลูก', 'มะเขือเทศสีดาหั่นชิ้น': '4 ลูก', 'มะเขือส้มหั่นครึ่ง': '7 ลูก', 'มะเขือเปราะหั่นชิ้น': '2 ลูก', 'น้ำมะนาว': '3 ลูก', 'พริกแดงจินดา': '20 เม็ด', 'ผักชีใบเลื่อยซอย': '6 ใบ', 'น้ำปลาร้า': '3 ทัพพี', 'น้ำตาลปี๊บ': '1 ช้อนชา', 'น้ำปลา': '1/2 ทัพพี'}",43.8,205.38,167.68,2694.34,"
หอยแครง, 1 กิโลกรัม
มะละกอดิบ, 1 ลูก
มะเขือเทศสีดา, 4 ลูก
มะเขือ, 7 ลูก
มะเขือเปราะ, 2 ลูก
น้ำมะนาว, 3 ลูก
พริกแดงจินดา, 20 เม็ด
ผักชีใบเลื่อยซอย, 6 ใบ
น้ำปลาร้า, 3 ทัพพี
น้ำตาลปี๊บ, 1 ช้อนชา
น้ำปลา, 1/2 ทัพพี"
สลัดทูน่ากระป๋องแบบง่าย,"{'ทูน่าแซนวิช (ในน้ำแร่)': '1 กระป๋อง', 'ผักรวมแช่แข็ง': '1/2 ถ้วยเล็ก', 'น้ำสลัดหรือมายองเนส': 'ปริมาณตามชอบ'}",15.16,64.6,0,642.04,"ทูน่าแซนวิช (เราใช้แบบในน้ำแร่เพราะมันจะจืด), 1 กระป๋อง
ผักรวมแช่แข็ง, 1/2 ถ้วยเล็ก
น้ำสลัดหรือมายองเนสปริมาณตามชอบ"
สลัดผักผลไม้,"{'ผักกาดหอม': '1 ต้น', 'แครอท': '1 หัว', 'กะหล่ำม่วง': '1/4 หัว', 'ข้าวโพด': '1/4 ฝัก', 'แอปเปิ้ล': '1 ลูก', 'แคนตาลูป': '1/4 ลูก', 'แก้วมังกร': '1/4 ลูก', 'องุ่นดำไร้เมล็ด': '1 พวง', 'กีวี่': '1/2 ลูก', 'น้ำสลัดสำเร็จรูปตามชอบ': '1 ถ้วยตวง'}",72.27,55.72,0,790.56,"ผักกาดหอม, 1 ต้น
แครอท, 1 หัว
กะหล่ำม่วง, 1/4 หัว
ข้าวโพด, 1/4 ฝัก
แอปเปิ้ล, 1 ลูก
แคนตาลูป, 1/4 ลูก
แก้วมังกร, 1/4 ลูก
องุ่นดำไร้เมล็ด, 1 พวง
กีวี่, 1/2 ลูก
น้ำสลัดสำเร็จรูปตามชอบ, 1 ถ้วยตวง"
สลัดมันฝรั่งสไตล์ญี่ปุ่น,"{'มันฝรั่งหัวใหญ่': '1 หัว', 'หัวหอมใหญ่': '1/4 ลูก', 'แตงกวาญี่ปุ่น': '1/2 ลูก', 'แฮม': '2 แผ่น', 'มายองเนส': '3 ช้อนโต๊ะ', 'เกลือสำหรับปรุงรส': '2 ช้อนชา', 'พริกไท': '2 ช้อนชา', 'แคร์รอต': '1/4 หัว', 'เกลือสำหรับใส่แตงกวาและหอมใหญ่': '4 ช้อนชา'}",34.57,74.79,23.41,905.03,"มันฝรั่งหัวใหญ่, 1 หัว
หัวหอมใหญ่, 1/4 ลูก
แตงกวาญี่ปุ่น, 1/2 ลูก
แฮม, 2 แผ่น
มายองเนส, 3 ช้อนโต๊ะ
เกลือสำหรับปรุงรส, 2 ช้อนชา
พริกไท, 2 ช้อนชา
แคร์รอต, 1/4 หัว
เกลือสำหรับใส่แตงกวาและหอมใหญ่, 4 ช้อนชา"
สลัดแร็ปผัก,"{'น้ำสลัดซีซาร์': 'สำหรับราดสลัด', 'น้ำสลัดเทาซันด์ไอแลนด์': 'สำหรับราดสลัด', 'อกไก่': '400 กรัม', 'เกลือ': '1 ช้อนชา', 'พริกไทย': '1 ช้อนชา', 'ปาปริกาป่น': '1 ช้อนชา', 'น้ำมันมะกอก': '1 ช้อนโต๊ะ', 'แผ่นแป้งตอติญ่าสำเร็จรูป': '2 แผ่น', 'ผักสลัดใบ': '200 กรัม', 'ข้าวโพดสุกแกะเม็ด': '50 กรัม', 'ลูกเดือย': '50 กรัม', 'หอมแขกหั่นแว่น': '50 กรัม', 'แครอทหั่นเส้น': '50 กรัม', 'ชีสพาร์เมซาน': 'สำหรับโรยหน้า'}",68.49,231.83,103.81,2775.67,"น้ำสลัดซีซาร์ สำหรับราดสลัด
น้ำสลัดเทาซันด์ไอแลนด์ สำหรับราดสลัด
อกไก่, 400 กรัม
เกลือ, 1 ช้อนชา
พริกไทย, 1 ช้อนชา
ปาปริกาป่น, 1 ช้อนชา
น้ำมันมะกอก, 1 ช้อนโต๊ะ
แผ่นแป้งตอติญ่าสำเร็จรูป, 2 แผ่น
ผักสลัดใบ (เช่น ผักคอส กรีนโอ๊ค เรดโอ๊ค เป็นต้น), 200 กรัม
ข้าวโพดสุกแกะเม็ด, 50 กรัม
ลูกเดือย, 50 กรัม
หอมแขกหั่นแว่น, 50 กรัม
แครอทหั่นเส้น, 50 กรัม
ชีสพาร์เมซาน สำหรับโรยหน้า"
สลัดสาหร่าย,"{'สาหร่ายวากาเมะ': '4 ช้อนโต๊ะ', 'แตงกวาญี่ปุ่น': '100 กรัม', 'แคร์รอต': '100 กรัม', 'กรีนโอ๊ค': '40 กรัม', 'มะเขือเทศเชอร์รี': '80 กรัม', 'ปูอัด': '80 กรัม', 'อกไก่': '150 กรัม', 'เกลือ': '1 ช้อนชา', 'พริกไทย': '1 ช้อนชา', 'งาดำ': 'สำหรับโรยหน้า', 'น้ำสลัดซีอิ๊วญี่ปุ่น': '4 ช้อนโต๊ะ'}",53.13,180.73,34.49,1977.05,"สาหร่ายวากาเมะ, 4 ช้อนโต๊ะ
แตงกวาญี่ปุ่น, 100 กรัม
แคร์รอต, 100 กรัม
กรีนโอ๊ค, 40 กรัม
มะเขือเทศเชอร์รี, 80 กรัม
ปูอัด, 80 กรัม
อกไก่, 150 กรัม
เกลือ, 1 ช้อนชา
พริกไทย, 1 ช้อนชา
งาดำ สำหรับโรยหน้า
น้ำสลัดซีอิ๊วญี่ปุ่น, 4 ช้อนโต๊ะ"
สังขยาใบเตย ( สูตรโบราณ ),"{'ไข่ไก่เบอร์12': 'ฟอง', 'หัวกะทิ': '250 ก.', 'น้ำใบเตย': '150 ก.', 'น้ำตาล': '150 ก.', 'แป้งข้าวโพด': '3 ช้อนชา', 'เกลือ': '1/8 ช้อนชา'}",31.3,61.49,11.3,723.81,"ไข่ไก่เบอร์, 12 ฟอง
หัวกะทิ, 250 ก.
น้ำใบเตย, 150 ก.
น้ำตาล, 150 ก.
แป้งข้าวโพด, 3 ช้อนชา
เกลือ, 1/8 ช้อนชา"
สาคูน้ำกะทิ,"{'เม็ดสาคูเม็ดเล็กสีเขียว': '250 กรัม (ครึ่งถุง)', 'กะทิ': '1 กล่อง', 'ขนุน': '2 ผล', 'เกลือ': 'ตามชอบ', 'น้ำตาลทราย/น้ำตาลมะพร้าว': 'ตามชอบ', 'เนื้อมะพร้าวเผา': '1/2 ลูก'}",11.06,15.83,11.3,231.91,"เม็ดสาคูเม็ดเล็กสีเขียว, 250 กรัม (ครึ่งถุง)
กะทิ, 1 กล่อง
ขนุน, 2 ผล
เกลือตามชอบ
น้ำตาลทราย/น้ำตาลมะพร้าวตามชอบ
เนื้อมะพร้าวเผา, 1/2 ลูก"
สุกี้โรล,"{'เนื้อหมู': '300 กรัม', 'วุ้นเส้น': '1 กำมือ', 'แครอทหั่นเต๋า': '3 ช้อนโต๊ะ', 'เห็ดออรินจินหั่นเต๋าเล็ก': '3 ช้อนโต๊ะ', 'ซอสเห็ดหอม': '2 ช้อนโต๊ะ', 'พริกไทย': '1 ช้อนชา', 'ผงปรุงรส': '1 ช้อนโต๊ะ', 'ใบผักกาดขาว': '20 ใบ', 'เม็ดข้าวโพดสุก': '2 ช้อนโต๊ะ'}",44.85,18.86,48.31,542.38,"เนื้อหมู, 300กรัม
วุ้นเส้น​, 1กำมือ
แครอทหั่นเต๋า, 3ช้อนโต๊ะ​
เห็ดออรินจินหั่นเต๋าเล็ก, 3ช้อนโต๊ะ​
ซอสเห็ด​หอม​, 2ช้อนโต๊ะ​
พริกไทย, 1ช้อนชา
ผงปรุงรส​, 1ช้อนโต๊ะ​
ใบผักกาดขาว, 20ใบ
เม็ดข้าวโพดสุก, 2ช้อนโต๊ะ​"
